ID,descr,bridgeId,bridgeName*,assetClass,route,routeNumber,state*,region,lga,latitude*,longitude*,location,assetOwner*,managingAuthority,structureType,yearBuilt,designLoad,designStandard,clearanceHeight,spanLength,material,spanCount,totalLength,deckWidth,numberOfLanes,condition,conditionRating,structuralAdequacyRating,postingStatus,conditionStandard,seismicZone,asBuiltDrawingReference,floodImmunityAriYears,floodImpacted,highPriorityAsset,remarks,status,lastInspectionDate,nhvrAssessed,nhvrAssessmentDate,loadRating,pbsApprovalClass,importanceLevel,averageDailyTraffic,heavyVehiclePercent,gazetteReference,nhvrReferenceUrl,freightRoute,overMassRoute,hmlApproved,bDoubleApproved,dataSource,sourceReferenceUrl,openDataReference,sourceRecordId,restriction_ID,geoJson
,,B78,Waterfall Way,Road Bridge,,B78,NSW,Mid North Coast,,-30.426573,152.780526,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,172,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/34998602,OSM:way/34998602,34998602,,"{""type"":""LineString"",""coordinates"":[[152.7796348,-30.426673],[152.7814178,-30.4264722]]}"
,,OSM-35024193,Prince Henry Cliff Walk,Pedestrian Bridge,,,NSW,Regional NSW,,-33.726183,150.329794,,Local Council (inferred),,Beam Bridge,,,,,,,,16,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35024193,OSM:way/35024193,35024193,,"{""type"":""LineString"",""coordinates"":[[150.3298777,-33.7261773],[150.3297101,-33.7261891]]}"
,,OSM-35031715,Deer Vale Road,Road Bridge,,,NSW,Mid North Coast,,-30.324697,152.635055,,Local Council (inferred),,Beam Bridge,,,,,,,,40,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35031715,OSM:way/35031715,35031715,,"{""type"":""LineString"",""coordinates"":[[152.6352096,-30.3248168],[152.6349,-30.3245769]]}"
,,B78,Waterfall Way,Road Bridge,,B78,NSW,Mid North Coast,,-30.404166,152.347417,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,37,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35034731,OSM:way/35034731,35034731,,"{""type"":""LineString"",""coordinates"":[[152.3472932,-30.4042943],[152.3475405,-30.4040377]]}"
,,OSM-35112442,Salisbury Waters Track,Pedestrian Bridge,,,NSW,New England & North West,,-30.675296,151.724822,,Local Council (inferred),,Beam Bridge,,,,,,,,61,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35112442,OSM:way/35112442,35112442,,"{""type"":""LineString"",""coordinates"":[[151.724606,-30.675395],[151.724643,-30.67533],[151.724769,-30.67525],[151.7249264,-30.6752586],[151.725166,-30.675247]]}"
,,OSM-35128846,Main Northern Railway,Rail Bridge,,,NSW,New England & North West,,-30.638742,151.507991,,Transport Asset Holding Entity (inferred),,Beam Bridge,,,,,,,,46,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35128846,OSM:way/35128846,35128846,,"{""type"":""LineString"",""coordinates"":[[151.5080881,-30.6385521],[151.5078944,-30.6389322]]}"
,,OSM-35135769,Havannah Street,Road Bridge,,,NSW,New England & North West,,-30.880175,151.156725,,Local Council (inferred),,Beam Bridge,,,,,,,,37,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35135769,OSM:way/35135769,35135769,,"{""type"":""LineString"",""coordinates"":[[151.1569154,-30.8802033],[151.1565352,-30.8801469]]}"
,,OSM-35136194,Back Kootingal Road,Road Bridge,,,NSW,New England & North West,,-31.063736,151.055669,,Local Council (inferred),,Beam Bridge,,,,,,,,60,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35136194,OSM:way/35136194,35136194,,"{""type"":""LineString"",""coordinates"":[[151.0556628,-31.0634675],[151.0556761,-31.064005]]}"
,,OSM-35152227,Mungindi Railway Line,Rail Bridge,,,NSW,Regional NSW,,-31.356005,150.592634,,Transport Asset Holding Entity (inferred),,Beam Bridge,,,,,,,,65,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35152227,OSM:way/35152227,35152227,,"{""type"":""LineString"",""coordinates"":[[150.5929733,-31.3560215],[150.5927137,-31.3560168],[150.5925514,-31.3560053],[150.5922956,-31.3559756]]}"
,,OSM-35159892,Coonabarabran Road,Road Bridge,,,NSW,Regional NSW,,-31.40113,150.433134,,Local Council (inferred),,Beam Bridge,,,,,,,,121,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35159892,OSM:way/35159892,35159892,,"{""type"":""LineString"",""coordinates"":[[150.4337175,-31.4009374],[150.4334173,-31.4010253],[150.4331302,-31.4011212],[150.4328634,-31.4012176],[150.4325438,-31.4013494]]}"
,,B55;A,Castlereagh Highway,Road Bridge,,B55;A,NSW,Central West & Orana,,-32.481615,149.507762,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,106,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35161199,OSM:way/35161199,35161199,,"{""type"":""LineString"",""coordinates"":[[149.5079856,-32.4820548],[149.5075383,-32.4811761]]}"
,,OSM-35162270,Church Street,Road Bridge,,,NSW,Central West & Orana,,-32.60125,149.586727,,Local Council (inferred),,Beam Bridge,,,,,,,,22,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35162270,OSM:way/35162270,35162270,,"{""type"":""LineString"",""coordinates"":[[149.5867093,-32.6013498],[149.586744,-32.6011507]]}"
,,OSM-35321749,Wimbledon Road,Road Bridge,,,NSW,Central West & Orana,,-33.525205,149.487794,,Local Council (inferred),,Beam Bridge,,,,,,,,20,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35321749,OSM:way/35321749,35321749,,"{""type"":""LineString"",""coordinates"":[[149.4878988,-33.5252303],[149.4876892,-33.5251794]]}"
,,OSM-35345186,Bathampton Road,Road Bridge,,,NSW,Central West & Orana,,-33.510407,149.408201,,Local Council (inferred),,Beam Bridge,,,,,,,,45,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35345186,OSM:way/35345186,35345186,,"{""type"":""LineString"",""coordinates"":[[149.4084424,-33.5104347],[149.4079604,-33.5103786]]}"
,,OSM-35403596,Cecil Road,Road Bridge,,,NSW,Central West & Orana,,-33.297957,149.087171,,Local Council (inferred),,Beam Bridge,,,,,,,,20,,1,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source. HV: axle 6t (posted, open data; NHVR gazettal/route approval NOT verified).",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35403596,OSM:way/35403596,35403596,,"{""type"":""LineString"",""coordinates"":[[149.0871892,-33.2978693],[149.0871524,-33.2980455]]}"
,,OSM-35403917,Max's Bridge,Shared Path Bridge,,,NSW,Sydney Metropolitan,,-33.669048,150.657019,,Local Council (inferred),,Beam Bridge,,,,,,,,6,0.5,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35403917,OSM:way/35403917,35403917,,"{""type"":""LineString"",""coordinates"":[[150.6569964,-33.6690306],[150.6570418,-33.6690655]]}"
,,B76,Gwydir Highway,Road Bridge,,B76,NSW,Regional NSW,,-29.547131,148.57737,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,121,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source. On NSW freight network (OSM hgv=designated, spatial join); NHVR B-double/road-train/HML approval NOT verified.",Active,,,,,,3,,,,,true,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35427641,OSM:way/35427641,35427641,,"{""type"":""LineString"",""coordinates"":[[148.5777558,-29.5475817],[148.5775187,-29.5473305],[148.5773519,-29.5471308],[148.5771899,-29.5469209],[148.5770355,-29.5466892]]}"
,,B55;B76,El (Dick) O'brien Bridge,Road Bridge,,B55;B76,NSW,Regional NSW,,-29.97406,148.148557,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,265,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35431129,OSM:way/35431129,35431129,,"{""type"":""LineString"",""coordinates"":[[148.1493494,-29.9751338],[148.1489446,-29.9746424],[148.1486209,-29.9742323],[148.1483422,-29.9738048],[148.1481373,-29.973461],[148.1479452,-29.9730883]]}"
,,A15;B56,New England Highway,Road Bridge,,A15;B56,NSW,New England & North West,,-31.091357,151.01436,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,53,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35546699,OSM:way/35546699,35546699,,"{""type"":""LineString"",""coordinates"":[[151.0145458,-31.0911823],[151.014174,-31.0915317]]}"
,,B60;B91,Centre Street,Road Bridge,,B60;B91,NSW,Northern Rivers,,-28.868593,153.044634,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,148,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35551542,OSM:way/35551542,35551542,,"{""type"":""LineString"",""coordinates"":[[153.0444964,-28.8692485],[153.0447708,-28.8679379]]}"
,,OSM-35570024,Blackhill Road,Road Bridge,,,NSW,Hunter,,-32.838171,151.62387,,Local Council (inferred),,Beam Bridge,,,,,,,,6,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35570024,OSM:way/35570024,35570024,,"{""type"":""LineString"",""coordinates"":[[151.6238999,-32.8381756],[151.6238405,-32.8381671]]}"
,,OSM-35841244,Newcastle Street,Road Bridge,,,NSW,Hunter,,-32.946959,151.662994,,Local Council (inferred),,Beam Bridge,,,,,,,,14,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35841244,OSM:way/35841244,35841244,,"{""type"":""LineString"",""coordinates"":[[151.6630464,-32.9469145],[151.6629408,-32.9470032]]}"
,,OSM-35841324,Fifth Street,Road Bridge,,,NSW,Hunter,,-32.94938,151.667229,,Local Council (inferred),,Beam Bridge,,,,,,,,19,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35841324,OSM:way/35841324,35841324,,"{""type"":""LineString"",""coordinates"":[[151.6671745,-32.9494521],[151.6672842,-32.9493083]]}"
,,M1,Pacific Motorway,Road Bridge,,M1,NSW,Central Coast,,-33.529561,151.199957,,Transport for NSW (inferred),,Beam Bridge,2013,,,,,,,40,,4,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35893585,OSM:way/35893585,35893585,,"{""type"":""LineString"",""coordinates"":[[151.2000356,-33.5297346],[151.1999519,-33.5295483],[151.1998823,-33.5293996]]}"
,,M1,Pacific Motorway,Road Bridge,,M1,NSW,Central Coast,,-33.529427,151.200134,,Transport for NSW (inferred),,Beam Bridge,2013,,,,,,,39,,3,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35893590,OSM:way/35893590,35893590,,"{""type"":""LineString"",""coordinates"":[[151.2000458,-33.5292423],[151.2001565,-33.5294714],[151.2001996,-33.5295673]]}"
,,OSM-35893593,Old Pacific Highway Offramp,Road Bridge,,,NSW,Central Coast,,-33.529276,151.200253,,Local Council (inferred),,Beam Bridge,,,,,,,,38,,1,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35893593,OSM:way/35893593,35893593,,"{""type"":""LineString"",""coordinates"":[[151.2001731,-33.5291198],[151.2003329,-33.5294313]]}"
,,OSM-35893630,Pacific Motorway Onramp,Road Bridge,,,NSW,Central Coast,,-33.464263,151.195074,,Local Council (inferred),,Beam Bridge,,,,,,,,80,,1,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35893630,OSM:way/35893630,35893630,,"{""type"":""LineString"",""coordinates"":[[151.1946887,-33.4641139],[151.1950595,-33.464267],[151.1954735,-33.4644072]]}"
,,M1,Pacific Motorway,Road Bridge,,M1,NSW,Central Coast,,-33.426956,151.227049,,Transport for NSW (inferred),,Beam Bridge,2013,,,,,,,55,,3,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35893680,OSM:way/35893680,35893680,,"{""type"":""LineString"",""coordinates"":[[151.2268136,-33.4271052],[151.2272839,-33.4268067]]}"
,,M1,Pacific Motorway,Road Bridge,,M1,NSW,Central Coast,,-33.368135,151.310058,,Transport for NSW (inferred),,Beam Bridge,2013,,,,,,,53,,3,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/35893764,OSM:way/35893764,35893764,,"{""type"":""LineString"",""coordinates"":[[151.3098499,-33.3682954],[151.3102658,-33.3679753]]}"
